,sellerid,eventid,salesid,buyerid,dateid,qtysold,pricepaid,commission,numtickets,priceperticket
421,47988,4978,103913,15375,1918,1,33.0,4.95,18,33.0
422,22428,6358,104770,5957,1918,2,258.0,38.7,12,129.0
423,28306,855,104876,10365,1918,1,277.0,41.55,3,277.0
424,2879,2914,104974,34305,1918,4,928.0,139.2,14,232.0
425,42964,4044,106555,19534,1918,2,942.0,141.3,3,471.0
426,9991,7743,106565,13995,1918,4,1956.0,293.4,12,489.0
427,24771,8780,107198,1869,1918,2,96.0,14.4,4,48.0
428,20662,58,107229,24667,1918,2,958.0,143.7,18,479.0
429,40948,3656,107403,34566,1918,1,61.0,9.15,8,61.0
430,38376,5349,107456,208,1918,2,658.0,98.7,12,329.0
431,15952,7407,107799,5450,1918,3,1278.0,191.7,9,426.0
432,22531,4462,108057,26833,1918,4,1200.0,180.0,8,300.0
433,28512,4967,108140,1210,1918,1,304.0,45.6,10,304.0
434,7853,7813,108453,23566,1918,1,464.0,69.6,1,464.0
435,32958,3924,108505,6961,1918,2,86.0,12.9,9,43.0
436,48533,6584,109173,6192,1918,4,1316.0,197.4,10,329.0
437,48533,6584,109176,6071,1918,1,329.0,49.35,10,329.0
438,47808,7826,109606,10329,1918,4,1404.0,210.6,22,351.0
439,14997,4058,109993,22929,1918,2,376.0,56.4,20,188.0
440,46612,2792,110168,42020,1918,2,508.0,76.2,14,254.0
441,14048,5672,110209,6275,1918,1,222.0,33.3,9,222.0
442,12340,4543,110342,6465,1918,1,263.0,39.45,18,263.0
443,23223,6100,110678,18484,1918,2,752.0,112.8,7,376.0
444,37808,8764,111877,4737,1918,1,439.0,65.85,9,439.0
445,3515,132,112022,38790,1918,2,306.0,45.9,24,153.0
446,1464,6037,112138,43039,1918,4,1124.0,168.6,16,281.0
447,4640,4058,112317,47969,1918,2,946.0,141.9,7,473.0
448,1144,5194,112814,751,1918,4,1616.0,242.4,24,404.0
449,3820,7511,113197,1290,1918,2,374.0,56.1,8,187.0
450,1651,5022,113885,45699,1918,4,1112.0,166.8,18,278.0
451,48747,4815,114408,19,1918,2,102.0,15.3,10,51.0
452,18207,1581,115014,4334,1918,2,60.0,9.0,24,30.0
453,14305,4125,115980,9684,1918,1,104.0,15.6,12,104.0
454,29033,4920,116093,19057,1918,1,436.0,65.4,3,436.0
455,14755,5809,116177,17402,1918,1,485.0,72.75,10,485.0
456,34090,8280,116225,4161,1918,3,681.0,102.15,9,227.0
457,9911,1186,116659,10700,1918,1,120.0,18.0,14,120.0
458,29172,3656,116749,31526,1918,1,487.0,73.05,1,487.0
459,15965,1583,117060,9876,1918,2,450.0,67.5,9,225.0
460,19165,3646,117278,33989,1918,4,908.0,136.2,24,227.0
461,23840,7331,118088,14494,1918,1,205.0,30.75,3,205.0
462,36197,5376,119794,7547,1918,2,712.0,106.8,24,356.0
463,24655,8023,121092,8384,1918,1,355.0,53.25,18,355.0
464,18826,2302,121375,23855,1918,1,358.0,53.7,24,358.0
465,8373,1093,121878,27300,1918,1,347.0,52.05,24,347.0
466,5918,8001,123066,6165,1918,1,378.0,56.7,18,378.0
467,33926,7312,125395,5613,1918,3,192.0,28.8,7,64.0
468,11249,3306,125544,29839,1918,1,393.0,58.95,22,393.0
469,19972,3593,125991,3541,1918,1,492.0,73.8,10,492.0
470,46061,7251,126019,13530,1918,4,1964.0,294.6,9,491.0
471,24390,5010,127655,36042,1918,1,56.0,8.4,7,56.0
472,8828,5008,127927,14978,1918,1,228.0,34.2,12,228.0
473,8828,5008,127928,14933,1918,3,684.0,102.6,12,228.0
474,7048,2187,128196,13651,1918,2,314.0,47.1,8,157.0
475,15804,7688,130168,10036,1918,2,384.0,57.6,18,192.0
476,15804,7688,130169,10311,1918,4,768.0,115.2,18,192.0
477,12077,2895,131718,14889,1918,1,500.0,75.0,9,500.0
478,46842,4058,133094,28590,1918,1,30.0,4.5,22,30.0
479,29469,8482,133671,29581,1918,1,362.0,54.3,8,362.0
480,33572,570,134845,13324,1918,2,716.0,107.4,12,358.0
481,3810,132,135772,34846,1918,2,978.0,146.7,14,489.0
482,10280,5386,137106,6335,1918,2,64.0,9.6,20,32.0
483,14458,2210,137399,1859,1918,2,852.0,127.8,12,426.0
484,43141,2637,137749,10124,1918,1,429.0,64.35,24,429.0
485,45208,6153,137775,24381,1918,2,276.0,41.4,14,138.0
486,45923,5930,139595,29729,1918,1,234.0,35.1,5,234.0
487,18119,7829,143654,2241,1918,2,426.0,63.9,22,213.0
488,1162,3675,144155,5056,1918,4,1216.0,182.4,7,304.0
489,39116,2084,146998,31357,1918,2,756.0,113.4,10,378.0
490,1385,7099,147208,29235,1918,4,1980.0,297.0,18,495.0
491,20349,1509,148012,11854,1918,2,824.0,123.6,5,412.0
492,12492,5270,148036,4685,1918,1,396.0,59.4,22,396.0
493,19125,1368,149111,605,1918,4,176.0,26.4,16,44.0
494,15618,5406,149159,2636,1918,1,430.0,64.5,7,430.0
495,25117,652,149162,3245,1918,4,796.0,119.4,20,199.0
496,14243,5740,149562,11578,1918,3,1287.0,193.05,10,429.0
497,23512,3324,149570,11578,1918,3,177.0,26.55,18,59.0
498,47645,5672,150080,10312,1918,1,31.0,4.65,24,31.0
499,14648,8248,150335,12924,1918,1,179.0,26.85,12,179.0
500,11834,8622,151437,16559,1918,2,792.0,118.8,10,396.0
501,25063,8234,151754,25877,1918,1,151.0,22.65,1,151.0
502,49199,7838,151847,19188,1918,4,156.0,23.4,12,39.0
503,48556,6553,151885,31093,1918,2,128.0,19.2,9,64.0
504,49907,3470,152491,18658,1918,1,396.0,59.4,10,396.0
505,33162,5444,152542,29519,1918,2,356.0,53.4,3,178.0
506,30259,3378,153426,5954,1918,1,193.0,28.95,5,193.0
507,1955,3243,155081,13312,1918,4,1868.0,280.2,18,467.0
508,15164,8639,155300,25796,1918,1,490.0,73.5,22,490.0
509,24117,8071,156707,2100,1918,1,406.0,60.9,5,406.0
510,37545,6153,157177,10393,1918,1,2282.0,342.3,8,2282.0
511,6839,2130,157318,3988,1918,1,2225.0,333.75,3,2225.0
512,39251,3467,157552,20081,1918,1,1993.0,298.95,8,1993.0
513,13912,2177,158548,33565,1918,1,1364.0,204.6,8,1364.0
514,5731,6150,159879,43287,1918,4,2096.0,314.4,8,524.0
515,6652,6232,160387,3324,1918,1,1472.0,220.8,1,1472.0
516,3688,950,160714,19541,1918,1,2166.0,324.9,5,2166.0
517,33290,4115,160796,11609,1918,2,2162.0,324.3,7,1081.0
518,27855,7937,161470,19353,1918,1,441.0,66.15,7,441.0
519,44729,4094,162216,21334,1918,1,1286.0,192.9,5,1286.0
520,11720,7741,162580,5313,1918,1,2420.0,363.0,4,2420.0
521,45581,5085,163200,35915,1918,1,483.0,72.45,8,483.0
522,7379,5762,163899,13960,1918,1,1298.0,194.7,1,1298.0
523,30256,6563,164727,22914,1918,1,1851.0,277.65,4,1851.0
524,36293,82,165123,941,1918,1,1435.0,215.25,8,1435.0
525,34322,3480,165818,41608,1918,1,2191.0,328.65,1,2191.0
526,4949,5656,168038,22792,1918,1,2408.0,361.2,8,2408.0
527,7713,8776,168435,12510,1918,1,1011.0,151.65,1,1011.0
528,24486,7890,168442,29206,1918,2,4918.0,737.7,8,2459.0
529,47511,1800,168587,1145,1918,1,1660.0,249.0,7,1660.0
530,3050,844,168679,384,1918,1,612.0,91.8,1,612.0
531,1613,6238,168701,19900,1918,1,1275.0,191.25,1,1275.0
532,34749,2484,169566,21573,1918,1,1379.0,206.85,7,1379.0
533,16700,7628,169875,8904,1918,1,2240.0,336.0,4,2240.0
534,16214,3329,170665,10149,1918,1,1398.0,209.7,7,1398.0
535,1388,82,170714,23421,1918,2,1638.0,245.7,4,819.0
536,35037,8640,170917,34222,1918,1,692.0,103.8,3,692.0
537,14681,2075,171317,6529,1918,1,1057.0,158.55,1,1057.0
538,19539,3342,171624,9718,1918,4,8820.0,1323.0,7,2205.0
539,19539,3342,171626,9274,1918,1,2205.0,330.75,7,2205.0
540,31015,8462,171747,5223,1918,1,364.0,54.6,7,364.0
541,35901,191,172031,28638,1918,3,4200.0,630.0,7,1400.0
542,26103,6006,172150,3191,1918,2,3282.0,492.3,3,1641.0
543,404,490,241,11272,1919,1,203.0,30.45,7,203.0
544,11028,4965,414,6584,1919,1,91.0,13.65,16,91.0
545,42432,1144,417,20237,1919,2,98.0,14.7,2,49.0
546,30872,5855,2725,21305,1919,1,87.0,13.05,7,87.0
547,24307,7511,3484,1521,1919,2,322.0,48.3,28,161.0
548,5851,1273,4308,813,1919,2,428.0,64.2,9,214.0
549,20820,3898,4503,4949,1919,4,468.0,70.2,9,117.0
550,20519,3247,6758,34323,1919,2,462.0,69.3,5,231.0
551,12432,2733,6916,39531,1919,2,184.0,27.6,7,92.0
552,46659,3279,7565,34964,1919,2,142.0,21.3,14,71.0
553,20362,8119,8402,13220,1919,4,476.0,71.4,22,119.0
554,10313,4161,8825,21341,1919,1,171.0,25.65,3,171.0
555,9288,5298,9043,7213,1919,4,448.0,67.2,8,112.0
556,21357,6103,9936,11909,1919,1,78.0,11.7,12,78.0
557,12514,7181,9998,6623,1919,2,244.0,36.6,5,122.0
558,33100,3480,10141,6331,1919,2,244.0,36.6,8,122.0
559,16823,2177,10512,24112,1919,1,204.0,30.6,22,204.0
560,25021,4729,10820,3339,1919,2,138.0,20.7,3,69.0
561,13624,3482,10919,24327,1919,1,169.0,25.35,16,169.0
562,32788,5353,11116,20893,1919,3,492.0,73.8,9,164.0
563,32788,5353,11117,21164,1919,1,164.0,24.6,9,164.0
564,5751,8347,11611,1105,1919,2,112.0,16.8,16,56.0
565,21302,855,11799,21289,1919,2,226.0,33.9,28,113.0
566,15734,3435,11926,1475,1919,2,306.0,45.9,30,153.0
567,1038,4652,12141,28334,1919,1,118.0,17.7,12,118.0
568,30811,4114,12995,4251,1919,3,633.0,94.95,24,211.0
569,13646,8365,13695,29322,1919,2,490.0,73.5,18,245.0
570,23529,7127,14456,31841,1919,1,113.0,16.95,9,113.0
571,9511,191,14990,27908,1919,2,396.0,59.4,24,198.0
572,16439,3470,16235,17795,1919,4,316.0,47.4,12,79.0
573,5648,8304,19201,22853,1919,1,20.0,3.0,9,20.0
574,19180,3519,21398,6499,1919,2,136.0,20.4,7,68.0
575,49586,2075,21515,18000,1919,3,282.0,42.3,22,94.0
576,2633,6833,21563,20949,1919,2,364.0,54.6,10,182.0
577,8396,7577,23267,3672,1919,4,220.0,33.0,14,55.0
578,45253,2991,24238,17683,1919,2,118.0,17.7,9,59.0
579,31013,5226,24325,10709,1919,2,460.0,69.0,9,230.0
580,27122,336,25067,6812,1919,4,496.0,74.4,30,124.0
581,4424,1140,25655,11665,1919,1,130.0,19.5,16,130.0
582,26610,6791,25710,10893,1919,2,40.0,6.0,26,20.0
583,31646,1525,26456,3669,1919,2,314.0,47.1,18,157.0
584,5003,5123,26604,39005,1919,2,442.0,66.3,26,221.0
585,9768,630,28623,22341,1919,2,180.0,27.0,20,90.0
586,29454,984,28762,9755,1919,4,1232.0,184.8,12,308.0
587,37674,4659,29729,2229,1919,1,93.0,13.95,22,93.0
588,39140,4368,30900,25721,1919,2,238.0,35.7,12,119.0
589,4815,6455,31372,7727,1919,2,220.0,33.0,12,110.0
590,2294,5353,32846,1863,1919,3,180.0,27.0,24,60.0
591,12385,1132,33277,24967,1919,2,292.0,43.8,16,146.0
592,41896,2155,33836,44322,1919,2,220.0,33.0,7,110.0
593,13949,4161,35603,22416,1919,2,110.0,16.5,24,55.0
594,22531,5496,36011,16639,1919,3,852.0,127.8,14,284.0
595,49968,7935,37173,7440,1919,4,1072.0,160.8,7,268.0
596,21486,8193,38335,4132,1919,4,348.0,52.2,12,87.0
597,17366,6758,38605,15020,1919,2,236.0,35.4,18,118.0
598,2982,4536,39019,36837,1919,1,239.0,35.85,7,239.0
599,47247,3897,39041,1001,1919,2,586.0,87.9,12,293.0
600,30962,4793,39744,1487,1919,1,274.0,41.1,20,274.0
601,16152,7658,40201,26392,1919,3,642.0,96.3,6,214.0
602,37145,8365,40487,7052,1919,2,634.0,95.1,18,317.0
603,23430,3634,40874,2857,1919,2,546.0,81.9,10,273.0
604,42348,2399,41718,10719,1919,2,56.0,8.4,9,28.0
605,13740,3470,41901,16743,1919,1,190.0,28.5,1,190.0
606,7403,3359,42343,22467,1919,2,60.0,9.0,18,30.0
607,29712,3934,42519,32655,1919,2,354.0,53.1,12,177.0
608,7466,3912,43237,29696,1919,1,181.0,27.15,20,181.0
609,33811,2582,43279,10146,1919,1,95.0,14.25,1,95.0
610,28145,3272,43689,2217,1919,2,98.0,14.7,22,49.0
611,45372,2204,47374,11872,1919,1,49.0,7.35,18,49.0
612,22378,7251,49128,16502,1919,2,394.0,59.1,14,197.0
613,40482,474,49494,13838,1919,2,264.0,39.6,24,132.0
614,49318,3107,50020,11213,1919,4,1088.0,163.2,9,272.0
615,32733,4279,50231,12266,1919,1,167.0,25.05,20,167.0
616,10504,7518,50464,30290,1919,1,205.0,30.75,12,205.0
617,8107,4115,50559,2047,1919,1,319.0,47.85,6,319.0
618,15622,1161,52674,41783,1919,3,684.0,102.6,20,228.0
619,17922,5270,53365,8470,1919,4,1452.0,217.8,18,363.0
620,2115,4780,54228,26569,1919,1,303.0,45.45,1,303.0
621,6424,574,55303,13594,1919,1,238.0,35.7,10,238.0
622,18854,113,55510,23303,1919,1,483.0,72.45,10,483.0
623,11595,6602,56397,28037,1919,1,99.0,14.85,24,99.0
624,5728,5466,57151,3654,1919,4,176.0,26.4,10,44.0
625,39396,1273,58158,26073,1919,1,494.0,74.1,5,494.0
626,14945,8763,58708,32368,1919,4,1208.0,181.2,12,302.0
627,49504,1651,59397,31926,1919,2,710.0,106.5,9,355.0
628,35841,4986,59925,18812,1919,1,205.0,30.75,24,205.0
629,35768,2801,59933,28311,1919,2,444.0,66.6,16,222.0
630,39056,2756,60243,2938,1919,2,878.0,131.7,3,439.0
631,12764,5870,61410,39668,1919,2,506.0,75.9,3,253.0
632,11735,1807,61809,30474,1919,2,404.0,60.6,10,202.0
633,38554,7179,62114,2519,1919,1,146.0,21.9,22,146.0
634,10514,574,62723,15655,1919,2,488.0,73.2,18,244.0
635,21536,2462,62993,6740,1919,1,278.0,41.7,12,278.0
636,3076,1467,62994,10949,1919,2,428.0,64.2,12,214.0
637,191,4111,63397,9098,1919,2,98.0,14.7,16,49.0
638,14465,5123,63559,32299,1919,2,514.0,77.1,8,257.0
639,33775,3802,63973,7166,1919,1,293.0,43.95,1,293.0
640,8446,1633,65891,24535,1919,3,1080.0,162.0,22,360.0
641,14047,5989,66600,1671,1919,2,624.0,93.6,20,312.0
642,30317,639,66609,6565,1919,2,678.0,101.7,6,339.0
643,19034,3525,66810,18687,1919,2,694.0,104.1,12,347.0
644,15708,829,67470,43511,1919,1,188.0,28.2,24,188.0
645,47789,1181,67854,18181,1919,1,257.0,38.55,22,257.0
646,27927,527,68008,8048,1919,4,784.0,117.6,10,196.0
647,44883,8492,71024,20862,1919,2,454.0,68.1,5,227.0
648,903,3953,71192,17665,1919,1,309.0,46.35,14,309.0
649,27846,5037,71468,20491,1919,4,1024.0,153.6,20,256.0
650,43461,3924,72294,4284,1919,4,980.0,147.0,10,245.0
651,32714,4368,73196,956,1919,4,1416.0,212.4,20,354.0
652,28788,3968,73857,3223,1919,2,848.0,127.2,6,424.0
653,19517,3240,74296,20983,1919,2,246.0,36.9,12,123.0
654,27309,7851,74515,31401,1919,2,438.0,65.7,9,219.0
655,6700,6527,75803,7653,1919,2,410.0,61.5,10,205.0
656,24889,6962,76993,3783,1919,2,404.0,60.6,20,202.0
657,43141,6076,77341,34401,1919,2,712.0,106.8,18,356.0
658,30546,7790,77426,12134,1919,2,436.0,65.4,7,218.0
659,44060,3391,77513,3504,1919,2,382.0,57.3,5,191.0
660,38847,3623,77812,18730,1919,4,1600.0,240.0,14,400.0
661,148,1638,78763,20334,1919,1,207.0,31.05,18,207.0
662,27790,8109,78853,13659,1919,2,164.0,24.6,10,82.0
663,6729,3706,80136,7590,1919,1,74.0,11.1,5,74.0
664,47977,3391,80793,12655,1919,2,168.0,25.2,20,84.0
665,33299,8461,81291,16285,1919,1,370.0,55.5,20,370.0
666,31813,1199,81711,12413,1919,1,130.0,19.5,6,130.0
667,35913,3318,81731,797,1919,2,614.0,92.1,24,307.0
668,18710,855,81896,5903,1919,1,47.0,7.05,22,47.0
669,44316,2891,82048,7712,1919,2,658.0,98.7,14,329.0
670,31209,7407,84754,1404,1919,1,97.0,14.55,20,97.0
671,43772,1140,85557,2114,1919,1,358.0,53.7,8,358.0
672,49851,5041,87848,15296,1919,1,40.0,6.0,18,40.0
673,38344,638,88451,19637,1919,1,298.0,44.7,10,298.0
674,5903,124,88980,35228,1919,2,484.0,72.6,24,242.0
675,7192,8071,89616,23791,1919,1,53.0,7.95,18,53.0
676,37328,4073,90238,30771,1919,1,327.0,49.05,12,327.0
677,24021,4645,90266,13187,1919,2,108.0,16.2,18,54.0
678,27009,1577,92104,19468,1919,2,964.0,144.6,24,482.0
679,16761,3495,92241,8971,1919,3,882.0,132.3,16,294.0
680,11782,3796,92614,26541,1919,2,394.0,59.1,3,197.0
681,6499,6634,94667,6512,1919,1,241.0,36.15,3,241.0
682,41805,3256,94887,26304,1919,2,614.0,92.1,16,307.0
683,13857,3329,95464,1949,1919,2,678.0,101.7,20,339.0
684,19069,921,97613,37592,1919,1,154.0,23.1,8,154.0
685,25263,3975,98317,25224,1919,3,759.0,113.85,24,253.0
686,49927,7743,98904,5818,1919,3,282.0,42.3,14,94.0
687,42411,6980,99201,3802,1919,3,1071.0,160.65,12,357.0
688,13759,3271,99371,43127,1919,2,196.0,29.4,20,98.0
689,30558,8352,99401,21980,1919,1,133.0,19.95,6,133.0
690,7541,524,99430,4412,1919,1,52.0,7.8,24,52.0
691,30247,2118,99552,24738,1919,1,49.0,7.35,20,49.0
692,44960,6935,100973,18276,1919,2,454.0,68.1,10,227.0
693,28847,2898,101344,42271,1919,1,453.0,67.95,7,453.0
694,25487,5775,103137,7480,1919,2,952.0,142.8,5,476.0
695,25719,5123,103158,3180,1919,1,212.0,31.8,16,212.0
696,24851,1960,103869,13473,1919,1,390.0,58.5,3,390.0
697,31645,3170,104216,15357,1919,2,438.0,65.7,7,219.0
698,23210,4291,104531,35570,1919,1,42.0,6.3,24,42.0
699,5269,4413,104596,40138,1919,1,285.0,42.75,12,285.0
700,44850,3422,104710,43186,1919,4,1520.0,228.0,12,380.0
701,15227,1636,106017,33521,1919,1,409.0,61.35,9,409.0
702,23167,5391,106088,31501,1919,1,42.0,6.3,7,42.0
703,20662,58,107231,25592,1919,3,1437.0,215.55,18,479.0
704,38376,5349,107457,1521,1919,1,329.0,49.35,12,329.0
705,22992,2884,108049,25666,1919,1,425.0,63.75,9,425.0
706,22531,4462,108058,28074,1919,1,300.0,45.0,8,300.0
707,4754,8527,109314,1751,1919,3,762.0,114.3,10,254.0
708,38195,2879,110590,34385,1919,2,738.0,110.7,24,369.0
709,42767,3791,110944,27094,1919,1,400.0,60.0,18,400.0
710,44917,2664,111521,20151,1919,1,279.0,41.85,8,279.0
711,9597,1144,111790,14248,1919,1,319.0,47.85,22,319.0
712,14082,4585,111978,4221,1919,1,77.0,11.55,20,77.0
713,6094,3378,112130,26736,1919,2,752.0,112.8,16,376.0
714,43189,1456,112447,13925,1919,2,396.0,59.4,7,198.0
715,30361,6634,113382,7265,1919,4,1000.0,150.0,7,250.0
716,37488,6875,113724,10927,1919,2,700.0,105.0,20,350.0
717,27239,496,113754,3796,1919,1,477.0,71.55,18,477.0
718,1939,2891,114164,33653,1919,4,412.0,61.8,7,103.0
719,48058,1960,115241,6725,1919,2,680.0,102.0,18,340.0
720,33806,2746,115259,23366,1919,2,832.0,124.8,18,416.0
721,42023,2427,115894,1789,1919,4,120.0,18.0,24,30.0
722,34138,8254,116719,14682,1919,1,353.0,52.95,1,353.0
723,10454,5455,116879,21003,1919,1,447.0,67.05,22,447.0
724,560,5208,118803,12417,1919,2,818.0,122.7,5,409.0
725,13645,3606,120039,434,1919,2,318.0,47.7,3,159.0
726,45380,4274,120454,4194,1919,3,1389.0,208.35,6,463.0
727,45302,561,120787,21771,1919,2,968.0,145.2,7,484.0
728,37454,937,121490,19114,1919,1,116.0,17.4,18,116.0
729,19280,7179,121889,21111,1919,2,830.0,124.5,10,415.0
730,3037,8632,124034,1522,1919,1,59.0,8.85,18,59.0
731,2953,3490,125412,30020,1919,2,232.0,34.8,8,116.0
732,27791,498,126806,14730,1919,1,191.0,28.65,3,191.0
733,28461,3297,129801,6784,1919,1,439.0,65.85,14,439.0
734,24631,7746,130137,17077,1919,2,924.0,138.6,24,462.0
735,43595,3024,130387,16494,1919,3,1392.0,208.8,12,464.0
736,6056,4986,131520,27075,1919,2,400.0,60.0,22,200.0
737,37075,6281,132317,15834,1919,1,251.0,37.65,10,251.0
738,32150,5964,132979,23863,1919,1,25.0,3.75,16,25.0
739,30918,2887,133051,32246,1919,2,194.0,29.1,24,97.0
740,28635,8544,133282,609,1919,2,216.0,32.4,18,108.0
741,3402,3159,133478,17013,1919,2,922.0,138.3,2,461.0
742,44862,6455,133793,9939,1919,4,1056.0,158.4,24,264.0
743,17677,1696,134158,25011,1919,4,620.0,93.0,18,155.0
744,9697,6484,134653,15715,1919,6,1116.0,167.4,12,186.0
745,8188,5537,135252,34788,1919,2,978.0,146.7,20,489.0
746,4125,5656,135394,43414,1919,1,282.0,42.3,3,282.0
747,13590,4795,135620,36103,1919,2,542.0,81.3,18,271.0
748,12698,8004,135824,13097,1919,2,122.0,18.3,20,61.0
749,6668,5451,136033,7756,1919,2,654.0,98.1,4,327.0
750,2557,7314,136143,29195,1919,3,489.0,73.35,8,163.0
751,25854,5376,137834,39042,1919,3,1290.0,193.5,6,430.0
752,45923,5930,139596,30055,1919,4,936.0,140.4,5,234.0
753,19602,8680,139951,5152,1919,2,306.0,45.9,7,153.0
754,42522,5126,139969,32773,1919,1,131.0,19.65,5,131.0
755,27199,2808,140374,16194,1919,2,804.0,120.6,3,402.0
756,13531,6370,141260,33351,1919,2,100.0,15.0,18,50.0
757,5338,4360,142133,21850,1919,2,810.0,121.5,3,405.0
758,905,6569,142746,36526,1919,3,150.0,22.5,16,50.0
759,31564,6871,143907,11079,1919,2,172.0,25.8,10,86.0
760,2311,1543,143922,6477,1919,2,144.0,21.6,9,72.0
761,25992,1129,148246,21549,1919,2,312.0,46.8,14,156.0
762,49417,43,148962,8150,1919,1,376.0,56.4,22,376.0
763,3714,3433,149641,1396,1919,4,1812.0,271.8,7,453.0
764,36996,5745,149792,27464,1919,2,974.0,146.1,16,487.0
765,19417,3156,150183,15198,1919,2,414.0,62.1,18,207.0
766,16480,113,150417,18882,1919,2,970.0,145.5,8,485.0
767,42551,4536,150438,30190,1919,3,312.0,46.8,14,104.0
768,48556,6553,151884,32435,1919,1,64.0,9.6,9,64.0
769,33162,5444,152541,30566,1919,1,178.0,26.7,3,178.0
770,14579,6035,154997,27491,1919,1,380.0,57.0,9,380.0
771,43263,1965,155363,28080,1919,4,1976.0,296.4,18,494.0
772,29051,4114,155459,30602,1919,2,614.0,92.1,20,307.0
773,29051,4114,155460,30197,1919,4,1228.0,184.2,20,307.0
774,1976,4920,155867,14743,1919,4,700.0,105.0,22,175.0
775,31192,5455,156102,11010,1919,2,942.0,141.3,14,471.0
776,20216,3107,156196,16816,1919,2,372.0,55.8,8,186.0
777,45650,7501,157466,10535,1919,1,608.0,91.2,1,608.0
778,19231,7895,157801,17547,1919,4,9032.0,1354.8,7,2258.0
779,9025,5204,159781,11774,1919,2,972.0,145.8,4,486.0
780,12018,5500,159804,4550,1919,1,2147.0,322.05,3,2147.0
781,36087,1577,160527,45862,1919,2,3766.0,564.9,5,1883.0
782,31582,5154,161713,8713,1919,4,3288.0,493.2,8,822.0
783,48695,1273,162375,24280,1919,2,4310.0,646.5,4,2155.0
784,22654,5239,162957,33817,1919,1,1037.0,155.55,7,1037.0
785,41165,5322,163003,10086,1919,1,2200.0,330.0,6,2200.0
786,11448,8748,164059,8077,1919,2,1670.0,250.5,6,835.0
787,27519,4150,166102,23754,1919,2,2090.0,313.5,7,1045.0
788,26118,8254,166554,19481,1919,2,4422.0,663.3,5,2211.0
789,18040,6859,167138,15257,1919,1,1194.0,179.1,1,1194.0
790,34590,1129,167928,21846,1919,1,1604.0,240.6,3,1604.0
791,3276,6810,168229,25982,1919,3,5544.0,831.6,7,1848.0
792,37762,3436,169321,14235,1919,1,1441.0,216.15,8,1441.0
793,34749,2484,169567,21784,1919,2,2758.0,413.7,7,1379.0
794,26968,7377,171851,726,1919,2,4524.0,678.6,3,2262.0
795,37633,6102,172340,40654,1919,4,4336.0,650.4,7,1084.0
796,23548,7934,778,3394,1920,2,430.0,64.5,8,215.0
797,33897,2923,1486,9422,1920,2,254.0,38.1,8,127.0
798,27365,5466,1729,6890,1920,2,424.0,63.6,24,212.0
799,26628,3467,2112,26323,1920,4,192.0,28.8,9,48.0
800,24307,7511,3483,1783,1920,1,161.0,24.15,28,161.0
801,11821,5010,4378,28630,1920,2,446.0,66.9,14,223.0
802,46742,3101,4841,9779,1920,4,476.0,71.4,12,119.0
803,28109,1290,5166,11710,1920,2,104.0,15.6,3,52.0
804,38466,5204,5562,22857,1920,1,95.0,14.25,5,95.0
805,43504,556,6185,7759,1920,1,74.0,11.1,14,74.0
806,43053,6037,7402,31387,1920,1,127.0,19.05,8,127.0
807,22804,1661,7949,16697,1920,1,151.0,22.65,8,151.0
808,22804,1661,7951,17269,1920,4,604.0,90.6,8,151.0
809,13516,5161,8624,10444,1920,2,384.0,57.6,30,192.0
810,29704,7813,9922,12117,1920,2,418.0,62.7,12,209.0
811,42872,6296,10355,28007,1920,2,184.0,27.6,22,92.0
812,9693,4624,11085,22439,1920,1,218.0,32.7,18,218.0
813,47138,3564,11433,8632,1920,2,256.0,38.4,24,128.0
814,46289,5131,11589,1211,1920,4,624.0,93.6,14,156.0
815,16572,2335,11703,6875,1920,2,328.0,49.2,22,164.0
816,1125,8234,13663,10855,1920,2,414.0,62.1,28,207.0
817,33820,638,15362,29649,1920,2,270.0,40.5,14,135.0
818,23092,5734,16700,29233,1920,2,186.0,27.9,24,93.0
819,13763,3447,17104,6960,1920,1,36.0,5.4,30,36.0
820,28876,1370,17642,27536,1920,4,408.0,61.2,7,102.0
821,33065,1866,18958,9952,1920,2,358.0,53.7,8,179.0
822,48930,7131,19210,970,1920,2,428.0,64.2,10,214.0
823,25463,5383,21742,11523,1920,4,708.0,106.2,24,177.0
824,17518,1853,21961,7848,1920,2,148.0,22.2,10,74.0
825,38168,7583,22135,32528,1920,1,41.0,6.15,12,41.0
826,42625,3953,22907,34737,1920,2,72.0,10.8,6,36.0
827,6259,5008,24136,47865,1920,2,72.0,10.8,22,36.0
828,24916,6296,24524,28374,1920,4,576.0,86.4,28,144.0
829,17305,5204,24647,5497,1920,1,53.0,7.95,22,53.0
830,45470,5496,24776,26894,1920,4,348.0,52.2,24,87.0
831,7943,8004,24984,7422,1920,3,555.0,83.25,26,185.0
832,3838,6810,25027,25475,1920,3,339.0,50.85,28,113.0
833,27122,336,25066,7643,1920,1,124.0,18.6,30,124.0
834,36854,2076,25263,27853,1920,1,77.0,11.55,10,77.0
835,6367,6070,25391,13945,1920,2,376.0,56.4,12,188.0
836,8089,8747,27262,34475,1920,4,232.0,34.8,9,58.0
837,8809,2987,27717,20316,1920,4,224.0,33.6,7,56.0
838,44451,1222,28473,2922,1920,1,170.0,25.5,1,170.0
839,22754,8574,29017,4912,1920,4,620.0,93.0,18,155.0
840,23514,1569,29158,14066,1920,2,172.0,25.8,22,86.0
