,catid,eventid,eventname,catname
730,9,6989,Flogging Molly,Pop
731,9,7529,Counting Crows and Maroon 5,Pop
732,9,8718,George Michael,Pop
733,8,443,Tristan und Isolde,Opera
734,6,533,Curtains,Musicals
735,6,747,A Chorus Line,Musicals
736,7,2294,Woyzeck,Plays
737,7,3223,The Frogs,Plays
738,9,3821,Charlie Daniels Band,Pop
739,9,3824,Govt Mule,Pop
740,9,4201,Jesse McCartney,Pop
741,9,4706,The Guess Who,Pop
742,9,4766,Christina Aguilera,Pop
743,9,4938,Reba McEntire,Pop
744,9,5447,Blake Shelton,Pop
745,9,7256,Wilco,Pop
746,9,7514,The Guess Who,Pop
747,8,343,La Sonnambula,Opera
748,6,548,The King and I,Musicals
749,6,955,Mary Poppins,Musicals
750,6,1606,Beatles LOVE,Musicals
751,6,1755,Blue Man Group,Musicals
752,7,2000,Macbeth,Plays
753,7,2023,Cirque du Soleil,Plays
754,7,2071,Waiting for Godot,Plays
755,7,2244,Rock 'n' Roll,Plays
756,7,2323,Waiting for Godot,Plays
757,7,2508,Othello,Plays
758,7,2698,The Frogs,Plays
759,7,3497,The Tempest,Plays
760,7,3780,The Glass Menagerie,Plays
761,9,3828,Eddie Vedder,Pop
762,9,4654,Maze,Pop
763,9,6028,Idina Menzel,Pop
764,9,6062,Dierks Bentley,Pop
765,9,7029,Jonny Lang,Pop
766,9,7128,Zucchero,Pop
767,9,7671,Jamboree in the Hills,Pop
768,9,8509,Tina Turner,Pop
769,8,327,La Boheme,Opera
770,6,809,Fiddler on the Roof,Musicals
771,6,1480,Oliver!,Musicals
772,7,1863,The Bacchae,Plays
773,7,1963,Hedda Gabler,Plays
774,7,2638,Young Frankenstein,Plays
775,7,3111,Passing Strange,Plays
776,7,3772,Spring Awakening,Plays
777,9,4719,Keith Sweat,Pop
778,9,5784,My Bloody Valentine,Pop
779,9,5812,Suzanne Vega,Pop
780,9,5913,Charlie Daniels Band,Pop
781,9,7785,Patty Griffin,Pop
782,9,8157,Cold War Kids,Pop
783,8,42,La Traviata,Opera
784,8,159,Lucia di Lammermoor,Opera
785,6,604,Spamalot,Musicals
786,7,2097,A Doll's House,Plays
787,7,3228,King Lear,Plays
788,9,3947,Eva Ayllon,Pop
789,9,4089,Alkaline Trio,Pop
790,9,4720,Mark Knopfler,Pop
791,9,6045,Jack Johnson,Pop
792,9,7588,Enrique Iglesias,Pop
793,6,866,A Catered Affair,Musicals
794,6,1197,Legally Blonde,Musicals
795,7,1898,A Doll's House,Plays
796,7,2109,The Bacchae,Plays
797,7,2850,The Bacchae,Plays
798,9,4130,U2,Pop
799,9,4224,Rock The Bayou,Pop
800,6,1026,Mamma Mia!,Musicals
801,7,1865,Thurgood,Plays
802,7,3074,A Tale of Two Cities,Plays
803,9,3880,Mars Volta,Pop
804,9,5564,Ice Cube,Pop
805,9,5574,Bon Jovi,Pop
806,9,6825,Red Hot Chili Peppers,Pop
807,9,8455,Justin Timberlake,Pop
808,8,7,Doctor Atomic,Opera
809,6,514,Hairspray,Musicals
810,6,1086,Chicago,Musicals
811,6,1135,Gypsy,Musicals
812,6,1275,Flower Drum Song,Musicals
813,6,1438,Oliver!,Musicals
814,7,3371,King Lear,Plays
815,9,4744,Isaac Hayes,Pop
816,9,4844,Herbie Hancock,Pop
817,9,5034,Dickey Betts and Great Southern,Pop
818,9,6084,Engelbert Humperdinck,Pop
819,9,6655,Taylor Swift,Pop
820,9,7222,Jimmy Buffett,Pop
821,9,7422,Return To Forever,Pop
822,9,7706,Steve Miller Band,Pop
823,9,8545,Widespread Panic,Pop
824,6,1705,Spamalot,Musicals
825,6,1733,Beatles LOVE,Musicals
826,7,2095,Woyzeck,Plays
827,7,2406,Electra,Plays
828,7,2799,Macbeth,Plays
829,7,2800,Rosencrantz and Guildenstern Are Dead,Plays
830,7,2861,A Man For All Seasons,Plays
831,7,3184,Thurgood,Plays
832,9,5125,The Rowdy Frynds Tour,Pop
833,9,5408,Blues Brothers,Pop
834,9,5957,Randy Travis,Pop
835,9,6052,Sugarland,Pop
836,9,6211,George Thorogood and the Destroyers,Pop
837,9,7246,Govt Mule,Pop
838,8,389,Madama Butterfly,Opera
839,6,954,The Little Mermaid,Musicals
840,6,1306,Hairspray,Musicals
841,6,1466,South Pacific,Musicals
842,7,1804,The Glass Menagerie,Plays
843,7,3148,The Bacchae,Plays
844,9,3896,Natasha Bedingfield,Pop
845,9,4689,Dolly Parton,Pop
846,9,4989,The Kooks,Pop
847,9,5303,Donny Osmond,Pop
848,9,6598,Bad Company,Pop
849,9,7182,Amos Lee,Pop
850,9,7400,Brooks and Dunn,Pop
851,9,7843,The Who,Pop
852,9,8583,Mariah Carey,Pop
853,6,530,Fiddler on the Roof,Musicals
854,7,2350,Rock 'n' Roll,Plays
855,7,2559,The 39 Steps,Plays
856,7,3033,Rosencrantz and Guildenstern Are Dead,Plays
857,7,3098,The Bacchae,Plays
858,7,3659,Cirque du Soleil,Plays
859,9,4994,Ana Gabriel,Pop
860,9,5043,Alicia Keys,Pop
861,9,6926,Feist,Pop
862,9,8221,Rodrigo y Gabriela,Pop
863,9,8501,Dave Stewart,Pop
864,6,962,Mamma Mia!,Musicals
865,7,3031,Electra,Plays
866,7,3064,A Bronx Tale,Plays
867,7,3460,Julius Caesar,Plays
868,7,3552,Electra,Plays
869,9,4558,Jill Scott,Pop
870,9,6306,Mike Gordon,Pop
871,9,7005,Beck,Pop
872,9,7317,Zappa Plays Zappa,Pop
873,9,7580,El Tri,Pop
874,9,8785,Jimmy Buffett,Pop
875,8,46,Madama Butterfly,Opera
876,6,960,Memphis - The Birth of Rock n Roll,Musicals
877,6,1258,A Catered Affair,Musicals
878,7,2051,The Caretaker,Plays
879,7,2113,A Streetcar Named Desire,Plays
880,7,2814,Woyzeck,Plays
881,7,3330,Avenue Q,Plays
882,9,4584,Ray Lamontagne,Pop
883,9,6774,Godsmack,Pop
884,9,7787,Soulfest,Pop
885,9,8329,Eddie Money,Pop
886,9,8668,Maze,Pop
887,6,885,Shrek the Musical,Musicals
888,6,910,High School Musical,Musicals
889,6,1488,Les Miserables,Musicals
890,6,1640,Blue Man Group,Musicals
891,7,1977,Macbeth,Plays
892,7,2984,Passing Strange,Plays
893,7,3120,Spring Awakening,Plays
894,7,3275,August: Osage County,Plays
895,9,4420,Donny Osmond,Pop
896,9,5449,Kenny Chesney,Pop
897,9,5997,Eric Clapton,Pop
898,9,6733,John Mellencamp,Pop
899,9,7231,Little River Band,Pop
900,9,7912,Return To Forever,Pop
901,6,993,Flower Drum Song,Musicals
902,7,1984,Hamlet,Plays
903,7,2006,The Seafarer,Plays
904,7,2482,Macbeth,Plays
905,7,2542,Romeo and Juliet,Plays
906,7,3641,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,Plays
907,9,3822,Country Thunder USA,Pop
908,9,4283,Burt Bacharach,Pop
909,9,4942,Buckcherry,Pop
910,9,4976,War,Pop
911,9,5472,Emmylou Harris,Pop
912,9,7977,Joe Cocker,Pop
913,9,8573,Journey,Pop
914,8,247,La Sonnambula,Opera
915,6,755,Mamma Mia!,Musicals
916,6,851,The Little Mermaid,Musicals
917,6,979,Legally Blonde,Musicals
918,6,1477,Hairspray,Musicals
919,7,1953,Othello,Plays
920,7,2868,The Caretaker,Plays
921,7,2872,A Tale of Two Cities,Plays
922,9,3876,Tina Turner,Pop
923,9,3887,Toad The Wet Sprocket,Pop
924,9,4021,Snoop Dogg,Pop
925,9,4761,Wolf Parade,Pop
926,9,6230,Bonnie Raitt,Pop
927,9,6557,Celine Dion,Pop
928,9,6787,Barenaked Ladies,Pop
929,9,7984,Celtic Thunder,Pop
930,8,24,Gotterdammerung,Opera
931,8,265,Don Giovanni,Opera
932,6,650,Hairspray,Musicals
933,6,1185,Oliver!,Musicals
934,6,1771,Legally Blonde,Musicals
935,7,3523,The Caucasian Chalk Circle,Plays
936,9,4033,Jason Mraz,Pop
937,9,4727,Alicia Keys,Pop
938,9,6845,Gordon Lightfoot,Pop
939,9,7229,Rancid,Pop
940,9,8130,Brand New,Pop
941,8,218,Orfeo ed Euridice,Opera
942,6,1235,Memphis - The Birth of Rock n Roll,Musicals
943,6,1291,Chicago,Musicals
944,7,3161,Hedda Gabler,Plays
945,7,3534,The Caretaker,Plays
946,9,4554,Regina Spektor,Pop
947,9,4770,Regina Spektor,Pop
948,9,4980,Wisin y Yandel,Pop
949,9,6003,Bette Midler,Pop
950,9,7196,Reba McEntire,Pop
951,9,7337,Rod Stewart,Pop
952,9,7680,Brooks and Dunn,Pop
953,9,8477,Sound Tribe Sector 9,Pop
954,9,8578,Mars Volta,Pop
955,9,8656,Huey Lewis and the News,Pop
956,8,279,Gotterdammerung,Opera
957,7,2519,Look Back in Anger,Plays
958,7,2685,The Seagull,Plays
959,7,3020,Woyzeck,Plays
960,7,3450,The Seagull,Plays
961,7,3765,As You Like It,Plays
962,9,4805,Sugarland,Pop
963,9,4890,Lenny Kravitz,Pop
964,9,6387,KT Tunstall,Pop
965,9,7147,Bryan Adams,Pop
966,9,8690,Cher,Pop
967,7,2543,Waiting for Godot,Plays
968,7,2730,The Seagull,Plays
969,7,3508,All My Sons,Plays
970,9,4233,Creedence Clearwater Revisited,Pop
971,9,5026,Seal,Pop
972,9,5222,Jimmy Buffett,Pop
973,9,5501,Chicago,Pop
974,9,5796,Gavin DeGraw,Pop
975,9,6548,Conor Oberst,Pop
976,9,8101,Dropkick Murphys,Pop
977,6,932,Curtains,Musicals
978,6,1416,High School Musical,Musicals
979,6,1734,Mystere Cirque du Soleil,Musicals
980,7,1873,A Bronx Tale,Plays
981,7,2241,Electra,Plays
982,7,2380,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,Plays
983,9,4691,Steven Curtis Chapman,Pop
984,9,5985,Jessica Simpson,Pop
985,9,6044,Huey Lewis and the News,Pop
986,9,6155,Gladys Knight,Pop
987,9,6266,Justin Timberlake,Pop
988,9,6734,Eva Ayllon,Pop
989,9,6805,At The Gates,Pop
990,9,6960,Carcass,Pop
991,9,7586,Zombies,Pop
992,9,8253,Jesse Lacey,Pop
993,9,8655,Paramore,Pop
994,7,2096,The Country Girl,Plays
995,7,3370,Thurgood,Plays
996,7,3785,A Bronx Tale,Plays
997,9,5591,Aretha Franklin,Pop
998,9,5788,Dave Koz,Pop
999,9,6551,Sevendust,Pop
1000,6,512,A Catered Affair,Musicals
1001,6,515,A Catered Affair,Musicals
1002,6,546,A Catered Affair,Musicals
1003,6,635,A Catered Affair,Musicals
1004,6,682,A Catered Affair,Musicals
1005,6,716,A Catered Affair,Musicals
1006,6,774,A Catered Affair,Musicals
1007,6,785,A Catered Affair,Musicals
1008,6,805,A Catered Affair,Musicals
1009,6,812,A Catered Affair,Musicals
1010,6,849,A Catered Affair,Musicals
1011,6,862,A Catered Affair,Musicals
1012,6,895,A Catered Affair,Musicals
1013,6,909,A Catered Affair,Musicals
1014,6,983,A Catered Affair,Musicals
1015,6,987,A Catered Affair,Musicals
1016,6,1024,A Catered Affair,Musicals
1017,6,1055,A Catered Affair,Musicals
1018,6,1068,A Catered Affair,Musicals
1019,6,1075,A Catered Affair,Musicals
1020,6,1160,A Catered Affair,Musicals
1021,6,1259,A Catered Affair,Musicals
1022,6,1285,A Catered Affair,Musicals
1023,6,1305,A Catered Affair,Musicals
1024,6,1307,A Catered Affair,Musicals
1025,6,1342,A Catered Affair,Musicals
1026,6,1352,A Catered Affair,Musicals
1027,6,1364,A Catered Affair,Musicals
1028,6,1478,A Catered Affair,Musicals
1029,6,517,A Chorus Line,Musicals
1030,6,549,A Chorus Line,Musicals
1031,6,729,A Chorus Line,Musicals
1032,6,739,A Chorus Line,Musicals
1033,6,846,A Chorus Line,Musicals
1034,6,967,A Chorus Line,Musicals
1035,6,1015,A Chorus Line,Musicals
1036,6,1034,A Chorus Line,Musicals
1037,6,1101,A Chorus Line,Musicals
1038,6,1117,A Chorus Line,Musicals
1039,6,1158,A Chorus Line,Musicals
1040,6,1190,A Chorus Line,Musicals
1041,6,1214,A Chorus Line,Musicals
1042,6,1241,A Chorus Line,Musicals
1043,6,1277,A Chorus Line,Musicals
1044,6,1501,Beatles LOVE,Musicals
1045,6,1545,Beatles LOVE,Musicals
1046,6,1583,Beatles LOVE,Musicals
1047,6,1600,Beatles LOVE,Musicals
1048,6,1605,Beatles LOVE,Musicals
1049,6,1610,Beatles LOVE,Musicals
1050,6,1619,Beatles LOVE,Musicals
1051,6,1645,Beatles LOVE,Musicals
1052,6,1679,Beatles LOVE,Musicals
1053,6,1683,Beatles LOVE,Musicals
1054,6,1689,Beatles LOVE,Musicals
1055,6,1713,Beatles LOVE,Musicals
1056,6,1716,Beatles LOVE,Musicals
1057,6,1718,Beatles LOVE,Musicals
1058,6,1728,Beatles LOVE,Musicals
1059,6,1729,Beatles LOVE,Musicals
1060,6,1735,Beatles LOVE,Musicals
1061,6,1785,Beatles LOVE,Musicals
1062,6,1791,Beatles LOVE,Musicals
1063,6,565,Billy Elliot the Musical,Musicals
1064,6,626,Billy Elliot the Musical,Musicals
1065,6,637,Billy Elliot the Musical,Musicals
1066,6,644,Billy Elliot the Musical,Musicals
1067,6,680,Billy Elliot the Musical,Musicals
1068,6,731,Billy Elliot the Musical,Musicals
1069,6,741,Billy Elliot the Musical,Musicals
1070,6,822,Billy Elliot the Musical,Musicals
1071,6,833,Billy Elliot the Musical,Musicals
1072,6,854,Billy Elliot the Musical,Musicals
1073,6,903,Billy Elliot the Musical,Musicals
1074,6,929,Billy Elliot the Musical,Musicals
1075,6,1022,Billy Elliot the Musical,Musicals
1076,6,1050,Billy Elliot the Musical,Musicals
1077,6,1062,Billy Elliot the Musical,Musicals
1078,6,1115,Billy Elliot the Musical,Musicals
1079,6,1294,Billy Elliot the Musical,Musicals
1080,6,1328,Billy Elliot the Musical,Musicals
1081,6,1353,Billy Elliot the Musical,Musicals
1082,6,1367,Billy Elliot the Musical,Musicals
1083,6,1453,Billy Elliot the Musical,Musicals
1084,6,1481,Billy Elliot the Musical,Musicals
1085,6,1487,Billy Elliot the Musical,Musicals
1086,6,1502,Blue Man Group,Musicals
1087,6,1505,Blue Man Group,Musicals
1088,6,1508,Blue Man Group,Musicals
1089,6,1515,Blue Man Group,Musicals
1090,6,1531,Blue Man Group,Musicals
1091,6,1540,Blue Man Group,Musicals
1092,6,1543,Blue Man Group,Musicals
1093,6,1549,Blue Man Group,Musicals
1094,6,1550,Blue Man Group,Musicals
1095,6,1551,Blue Man Group,Musicals
1096,6,1557,Blue Man Group,Musicals
1097,6,1565,Blue Man Group,Musicals
1098,6,1570,Blue Man Group,Musicals
1099,6,1574,Blue Man Group,Musicals
1100,6,1578,Blue Man Group,Musicals
1101,6,1587,Blue Man Group,Musicals
1102,6,1594,Blue Man Group,Musicals
1103,6,1604,Blue Man Group,Musicals
1104,6,1609,Blue Man Group,Musicals
1105,6,1618,Blue Man Group,Musicals
1106,6,1634,Blue Man Group,Musicals
1107,6,1641,Blue Man Group,Musicals
1108,6,1649,Blue Man Group,Musicals
1109,6,1654,Blue Man Group,Musicals
1110,6,1667,Blue Man Group,Musicals
1111,6,1676,Blue Man Group,Musicals
1112,6,1678,Blue Man Group,Musicals
1113,6,1685,Blue Man Group,Musicals
1114,6,1687,Blue Man Group,Musicals
1115,6,1700,Blue Man Group,Musicals
1116,6,1725,Blue Man Group,Musicals
1117,6,1732,Blue Man Group,Musicals
1118,6,1743,Blue Man Group,Musicals
1119,6,1744,Blue Man Group,Musicals
1120,6,1753,Blue Man Group,Musicals
1121,6,1763,Blue Man Group,Musicals
1122,6,1775,Blue Man Group,Musicals
1123,6,510,Chicago,Musicals
1124,6,556,Chicago,Musicals
1125,6,570,Chicago,Musicals
1126,6,658,Chicago,Musicals
1127,6,660,Chicago,Musicals
1128,6,671,Chicago,Musicals
1129,6,696,Chicago,Musicals
1130,6,702,Chicago,Musicals
1131,6,705,Chicago,Musicals
1132,6,713,Chicago,Musicals
1133,6,753,Chicago,Musicals
1134,6,789,Chicago,Musicals
1135,6,817,Chicago,Musicals
1136,6,836,Chicago,Musicals
1137,6,837,Chicago,Musicals
1138,6,847,Chicago,Musicals
1139,6,890,Chicago,Musicals
1140,6,949,Chicago,Musicals
1141,6,956,Chicago,Musicals
1142,6,985,Chicago,Musicals
1143,6,1001,Chicago,Musicals
1144,6,1005,Chicago,Musicals
1145,6,1011,Chicago,Musicals
1146,6,1029,Chicago,Musicals
1147,6,1052,Chicago,Musicals
1148,6,1053,Chicago,Musicals
1149,6,1065,Chicago,Musicals
1150,6,1090,Chicago,Musicals
1151,6,1091,Chicago,Musicals
1152,6,1110,Chicago,Musicals
1153,6,1111,Chicago,Musicals
1154,6,1133,Chicago,Musicals
1155,6,1143,Chicago,Musicals
1156,6,1153,Chicago,Musicals
1157,6,1159,Chicago,Musicals
1158,6,1161,Chicago,Musicals
1159,6,1175,Chicago,Musicals
1160,6,1179,Chicago,Musicals
1161,6,1181,Chicago,Musicals
1162,6,1202,Chicago,Musicals
1163,6,1209,Chicago,Musicals
1164,6,1223,Chicago,Musicals
1165,6,1230,Chicago,Musicals
1166,6,1246,Chicago,Musicals
1167,6,1292,Chicago,Musicals
1168,6,1314,Chicago,Musicals
1169,6,1321,Chicago,Musicals
1170,6,1346,Chicago,Musicals
1171,6,1360,Chicago,Musicals
1172,6,689,Curtains,Musicals
1173,6,751,Curtains,Musicals
1174,6,781,Curtains,Musicals
1175,6,863,Curtains,Musicals
1176,6,871,Curtains,Musicals
1177,6,925,Curtains,Musicals
1178,6,935,Curtains,Musicals
1179,6,975,Curtains,Musicals
1180,6,1012,Curtains,Musicals
1181,6,1013,Curtains,Musicals
1182,6,1041,Curtains,Musicals
1183,6,1087,Curtains,Musicals
1184,6,1131,Curtains,Musicals
1185,6,1248,Curtains,Musicals
1186,6,1271,Curtains,Musicals
1187,6,1312,Curtains,Musicals
1188,6,1323,Curtains,Musicals
1189,6,1387,Curtains,Musicals
1190,6,1402,Curtains,Musicals
1191,6,1427,Curtains,Musicals
1192,6,1447,Curtains,Musicals
1193,6,1469,Curtains,Musicals
1194,6,1475,Curtains,Musicals
1195,6,1483,Curtains,Musicals
1196,6,528,Dirty Dancing,Musicals
1197,6,589,Dirty Dancing,Musicals
1198,6,640,Dirty Dancing,Musicals
1199,6,670,Dirty Dancing,Musicals
1200,6,749,Dirty Dancing,Musicals
1201,6,869,Dirty Dancing,Musicals
1202,6,915,Dirty Dancing,Musicals
1203,6,939,Dirty Dancing,Musicals
1204,6,972,Dirty Dancing,Musicals
1205,6,974,Dirty Dancing,Musicals
1206,6,995,Dirty Dancing,Musicals
1207,6,1027,Dirty Dancing,Musicals
1208,6,1033,Dirty Dancing,Musicals
1209,6,1049,Dirty Dancing,Musicals
1210,6,1094,Dirty Dancing,Musicals
1211,6,1157,Dirty Dancing,Musicals
1212,6,1169,Dirty Dancing,Musicals
1213,6,1180,Dirty Dancing,Musicals
1214,6,1196,Dirty Dancing,Musicals
1215,6,1219,Dirty Dancing,Musicals
1216,6,1256,Dirty Dancing,Musicals
1217,6,1283,Dirty Dancing,Musicals
1218,6,1293,Dirty Dancing,Musicals
1219,6,1303,Dirty Dancing,Musicals
1220,6,1380,Dirty Dancing,Musicals
1221,6,1403,Dirty Dancing,Musicals
1222,6,1414,Dirty Dancing,Musicals
1223,6,1492,Dirty Dancing,Musicals
1224,6,551,Fiddler on the Roof,Musicals
1225,6,552,Fiddler on the Roof,Musicals
1226,6,568,Fiddler on the Roof,Musicals
1227,6,601,Fiddler on the Roof,Musicals
1228,6,643,Fiddler on the Roof,Musicals
1229,6,669,Fiddler on the Roof,Musicals
1230,6,700,Fiddler on the Roof,Musicals
1231,6,738,Fiddler on the Roof,Musicals
1232,6,1044,Fiddler on the Roof,Musicals
1233,6,1079,Fiddler on the Roof,Musicals
1234,6,1088,Fiddler on the Roof,Musicals
1235,6,1092,Fiddler on the Roof,Musicals
1236,6,1093,Fiddler on the Roof,Musicals
1237,6,1102,Fiddler on the Roof,Musicals
1238,6,1167,Fiddler on the Roof,Musicals
1239,6,1192,Fiddler on the Roof,Musicals
1240,6,1263,Fiddler on the Roof,Musicals
1241,6,1318,Fiddler on the Roof,Musicals
1242,6,1382,Fiddler on the Roof,Musicals
1243,6,537,Flower Drum Song,Musicals
1244,6,708,Flower Drum Song,Musicals
1245,6,710,Flower Drum Song,Musicals
1246,6,721,Flower Drum Song,Musicals
1247,6,769,Flower Drum Song,Musicals
1248,6,825,Flower Drum Song,Musicals
1249,6,899,Flower Drum Song,Musicals
1250,6,1023,Flower Drum Song,Musicals
1251,6,1064,Flower Drum Song,Musicals
1252,6,1109,Flower Drum Song,Musicals
1253,6,1122,Flower Drum Song,Musicals
1254,6,1290,Flower Drum Song,Musicals
1255,6,1327,Flower Drum Song,Musicals
1256,6,1425,Flower Drum Song,Musicals
1257,6,1506,Folies Bergere,Musicals
1258,6,1512,Folies Bergere,Musicals
1259,6,1527,Folies Bergere,Musicals
1260,6,1528,Folies Bergere,Musicals
1261,6,1536,Folies Bergere,Musicals
1262,6,1542,Folies Bergere,Musicals
1263,6,1554,Folies Bergere,Musicals
1264,6,1560,Folies Bergere,Musicals
1265,6,1590,Folies Bergere,Musicals
1266,6,1596,Folies Bergere,Musicals
1267,6,1621,Folies Bergere,Musicals
1268,6,1629,Folies Bergere,Musicals
1269,6,1652,Folies Bergere,Musicals
1270,6,1662,Folies Bergere,Musicals
1271,6,1670,Folies Bergere,Musicals
1272,6,1697,Folies Bergere,Musicals
1273,6,1726,Folies Bergere,Musicals
1274,6,1765,Folies Bergere,Musicals
1275,6,1779,Folies Bergere,Musicals
1276,6,513,Grease,Musicals
1277,6,550,Grease,Musicals
1278,6,553,Grease,Musicals
1279,6,558,Grease,Musicals
1280,6,585,Grease,Musicals
1281,6,608,Grease,Musicals
1282,6,641,Grease,Musicals
1283,6,662,Grease,Musicals
1284,6,665,Grease,Musicals
1285,6,667,Grease,Musicals
1286,6,677,Grease,Musicals
1287,6,684,Grease,Musicals
1288,6,688,Grease,Musicals
1289,6,737,Grease,Musicals
1290,6,776,Grease,Musicals
1291,6,782,Grease,Musicals
1292,6,797,Grease,Musicals
1293,6,814,Grease,Musicals
1294,6,842,Grease,Musicals
1295,6,916,Grease,Musicals
1296,6,952,Grease,Musicals
1297,6,958,Grease,Musicals
1298,6,998,Grease,Musicals
1299,6,1004,Grease,Musicals
1300,6,1072,Grease,Musicals
1301,6,1096,Grease,Musicals
1302,6,1098,Grease,Musicals
1303,6,1121,Grease,Musicals
1304,6,1208,Grease,Musicals
1305,6,1227,Grease,Musicals
1306,6,1302,Grease,Musicals
1307,6,1315,Grease,Musicals
1308,6,1358,Grease,Musicals
1309,6,1362,Grease,Musicals
1310,6,1369,Grease,Musicals
1311,6,1379,Grease,Musicals
1312,6,1401,Grease,Musicals
1313,6,1441,Grease,Musicals
1314,6,1448,Grease,Musicals
1315,6,1463,Grease,Musicals
1316,6,507,Gypsy,Musicals
1317,6,542,Gypsy,Musicals
1318,6,545,Gypsy,Musicals
1319,6,590,Gypsy,Musicals
1320,6,603,Gypsy,Musicals
1321,6,605,Gypsy,Musicals
1322,6,616,Gypsy,Musicals
1323,6,633,Gypsy,Musicals
1324,6,639,Gypsy,Musicals
1325,6,645,Gypsy,Musicals
1326,6,704,Gypsy,Musicals
1327,6,717,Gypsy,Musicals
1328,6,762,Gypsy,Musicals
1329,6,764,Gypsy,Musicals
1330,6,788,Gypsy,Musicals
1331,6,829,Gypsy,Musicals
1332,6,861,Gypsy,Musicals
1333,6,876,Gypsy,Musicals
1334,6,879,Gypsy,Musicals
1335,6,881,Gypsy,Musicals
1336,6,892,Gypsy,Musicals
1337,6,897,Gypsy,Musicals
1338,6,936,Gypsy,Musicals
1339,6,941,Gypsy,Musicals
1340,6,944,Gypsy,Musicals
1341,6,957,Gypsy,Musicals
1342,6,978,Gypsy,Musicals
1343,6,1000,Gypsy,Musicals
1344,6,1036,Gypsy,Musicals
1345,6,1059,Gypsy,Musicals
1346,6,1076,Gypsy,Musicals
1347,6,1077,Gypsy,Musicals
1348,6,1103,Gypsy,Musicals
1349,6,1112,Gypsy,Musicals
1350,6,1139,Gypsy,Musicals
1351,6,1149,Gypsy,Musicals
1352,6,1177,Gypsy,Musicals
1353,6,1188,Gypsy,Musicals
1354,6,1220,Gypsy,Musicals
1355,6,1268,Gypsy,Musicals
1356,6,1317,Gypsy,Musicals
1357,6,1320,Gypsy,Musicals
1358,6,1389,Gypsy,Musicals
1359,6,1499,Gypsy,Musicals
1360,6,622,Hairspray,Musicals
1361,6,646,Hairspray,Musicals
1362,6,649,Hairspray,Musicals
1363,6,661,Hairspray,Musicals
1364,6,692,Hairspray,Musicals
1365,6,727,Hairspray,Musicals
1366,6,734,Hairspray,Musicals
1367,6,736,Hairspray,Musicals
1368,6,748,Hairspray,Musicals
1369,6,779,Hairspray,Musicals
1370,6,780,Hairspray,Musicals
1371,6,831,Hairspray,Musicals
1372,6,855,Hairspray,Musicals
1373,6,859,Hairspray,Musicals
1374,6,860,Hairspray,Musicals
1375,6,921,Hairspray,Musicals
1376,6,973,Hairspray,Musicals
1377,6,990,Hairspray,Musicals
1378,6,1067,Hairspray,Musicals
1379,6,1082,Hairspray,Musicals
1380,6,1083,Hairspray,Musicals
1381,6,1108,Hairspray,Musicals
1382,6,1113,Hairspray,Musicals
1383,6,1212,Hairspray,Musicals
1384,6,1222,Hairspray,Musicals
1385,6,1226,Hairspray,Musicals
1386,6,1254,Hairspray,Musicals
1387,6,1270,Hairspray,Musicals
1388,6,1274,Hairspray,Musicals
1389,6,1332,Hairspray,Musicals
1390,6,1373,Hairspray,Musicals
1391,6,1378,Hairspray,Musicals
1392,6,1431,Hairspray,Musicals
1393,6,1437,Hairspray,Musicals
1394,6,1439,Hairspray,Musicals
1395,6,1474,Hairspray,Musicals
1396,6,573,High School Musical,Musicals
1397,6,623,High School Musical,Musicals
1398,6,655,High School Musical,Musicals
1399,6,673,High School Musical,Musicals
1400,6,771,High School Musical,Musicals
1401,6,872,High School Musical,Musicals
1402,6,1019,High School Musical,Musicals
1403,6,1021,High School Musical,Musicals
1404,6,1058,High School Musical,Musicals
1405,6,1078,High School Musical,Musicals
1406,6,1163,High School Musical,Musicals
1407,6,1206,High School Musical,Musicals
1408,6,1322,High School Musical,Musicals
1409,6,1351,High School Musical,Musicals
1410,6,1407,High School Musical,Musicals
1411,6,1424,High School Musical,Musicals
1412,6,1461,High School Musical,Musicals
1413,6,1485,High School Musical,Musicals
1414,6,541,High Society,Musicals
1415,6,567,High Society,Musicals
1416,6,574,High Society,Musicals
1417,6,606,High Society,Musicals
1418,6,627,High Society,Musicals
1419,6,634,High Society,Musicals
1420,6,672,High Society,Musicals
1421,6,674,High Society,Musicals
1422,6,726,High Society,Musicals
1423,6,832,High Society,Musicals
1424,6,856,High Society,Musicals
1425,6,882,High Society,Musicals
1426,6,977,High Society,Musicals
1427,6,1018,High Society,Musicals
1428,6,1104,High Society,Musicals
1429,6,1141,High Society,Musicals
1430,6,1164,High Society,Musicals
1431,6,1252,High Society,Musicals
1432,6,1278,High Society,Musicals
1433,6,1324,High Society,Musicals
1434,6,1345,High Society,Musicals
1435,6,1357,High Society,Musicals
1436,6,1409,High Society,Musicals
